Wall time,Step,Value
1733803872.4554405,4876,1219.0
1733803873.2490723,6717,839.625
1733803878.6941283,10255,852.9166870117188
1733803883.1645975,10613,662.0625
1733803892.429753,11126,555.2999877929688
1733803898.86409,11488,477.8333435058594
1733803906.5948336,11921,425.03570556640625
1733803913.2429085,12320,384.375
1733803919.2469444,12658,351.0555419921875
1733803928.7601948,13179,328.9750061035156
1733803941.7188246,13945,316.4772644042969
1733803947.3030233,14242,296.2916564941406
1733803974.4763486,15746,302.4230651855469
1733804033.1285374,19188,342.28570556640625
1733804041.270427,19601,326.3500061035156
1733804141.5142982,24913,382.71875
1733804271.0116546,31600,454.3235168457031
1733804330.0305047,34917,475.15277099609375
1733804335.2326338,35197,453.8289489746094
1733804368.6411192,37013,453.8374938964844
1733804460.5890958,41600,472.71429443359375
1733804467.5222282,41970,455.43182373046875
1733804585.8983667,48370,505.1956481933594
1733804650.6961832,51802,519.5833129882812
1733804687.2106197,53812,518.9000244140625
1733804769.0462406,58687,518.8900146484375
1733804855.3668463,63313,533.6099853515625
1733804893.9729588,65593,521.22998046875
1733804980.7844052,70187,551.52001953125
1733805038.2504828,73539,579.9099731445312
1733805151.5916073,79508,635.97998046875
1733805292.3293946,86400,695.6500244140625
1733805429.5602105,93200,755.6599731445312
1733805526.3728087,98127,801.5499877929688
1733805667.4107783,104800,860.3400268554688
1733805814.622082,111600,916.6799926757812
1733805939.5436943,118000,977.7100219726562
1733806047.2625396,123283,1011.5
1733806179.6217506,129683,1041.0799560546875
1733806318.5437803,136400,1100.949951171875
1733806459.6914296,143200,1115.8199462890625
1733806558.5849786,148111,1100.9300537109375
1733806699.346102,154800,1131.760009765625
1733806839.7487786,161600,1192.9599609375
1733806968.3341331,168000,1238.800048828125
1733806983.4886653,168732,1212.1099853515625
1733807098.4286025,173949,1248.5799560546875
1733807263.7028563,181600,1248.5799560546875
1733807394.6934664,188000,1278.56005859375
1733807541.8770418,194800,1322.4599609375
1733807657.6870875,200230,1324.010009765625
1733807786.3253155,206630,1354.8800048828125
1733807927.732555,213200,1396.0799560546875
1733808057.2450686,219600,1426.2099609375
1733808203.192722,226400,1456.68994140625
1733808349.9682758,233200,1461.0
1733808451.0961218,238195,1446.949951171875
1733808494.7778323,240381,1402.760009765625
1733808568.9073591,244003,1389.7099609375
1733808685.5973115,249654,1382.219970703125
1733808831.1403475,256400,1382.219970703125
1733808957.1770835,262139,1371.6099853515625
1733809040.7783015,266259,1363.97998046875
1733809190.8516169,273200,1363.97998046875
1733809266.8321075,276925,1337.22998046875
1733809370.4007192,281600,1309.6700439453125
1733809503.6882813,288000,1324.56005859375
1733809653.2222533,294800,1324.56005859375
1733809799.07851,301600,1324.56005859375
1733809899.9721105,306544,1310.0
1733810044.1582582,313200,1366.6800537109375
1733810183.006111,319600,1390.510009765625
1733810331.920288,326400,1390.510009765625
1733810402.3118048,329842,1360.9300537109375
1733810517.7511058,335047,1347.4000244140625
1733810521.6388516,335248,1299.1099853515625
1733810531.1350992,335692,1239.550048828125
1733810695.1982894,343200,1239.550048828125
1733810769.219015,346766,1211.2099609375
1733810910.0781338,353200,1200.4599609375
1733811019.9675062,358486,1189.3199462890625
1733811193.4163153,366400,1203.3699951171875
1733811342.8870478,373200,1247.56005859375
1733811452.6749625,378160,1260.93994140625
1733811550.1976776,382437,1244.800048828125
1733811603.20619,384937,1205.800048828125
1733811663.2777276,387691,1179.949951171875
1733811754.5435774,391600,1167.31005859375
1733811839.06237,395460,1141.9100341796875
1733812013.4315133,403200,1167.6500244140625
1733812057.754315,405203,1151.239990234375
1733812133.2670715,408884,1124.050048828125
1733812257.714561,414314,1113.989990234375
1733812356.3042047,418689,1093.739990234375
1733812491.0638692,424746,1091.760009765625
1733812564.209097,428034,1060.6400146484375
1733812680.158102,433392,1046.56005859375
1733812810.5484807,439511,1043.75
1733812950.7966049,445597,1065.300048828125
1733813117.763426,453090,1077.530029296875
1733813220.1269002,457897,1123.5899658203125
1733813291.6232924,461026,1143.0
1733813385.536407,465384,1122.5799560546875
1733813501.4308255,470483,1137.8599853515625
1733813594.2415614,474766,1127.43994140625
1733813666.647131,478119,1108.1099853515625
1733813756.3938622,482234,1080.8499755859375
1733813873.6543972,487666,1071.1700439453125
1733814012.0471222,493821,1072.8800048828125
1733814110.1525235,498225,1076.550048828125
