Wall time,Step,Value
1733803878.6941955,10255,-5.553277492523193
1733803883.1646693,10613,-13.610930442810059
1733803892.429835,11126,-21.374351501464844
1733803898.8641925,11488,-24.286897659301758
1733803906.594909,11921,-24.8039608001709
1733803913.243045,12320,-23.805782318115234
1733803919.2470162,12658,-21.386028289794922
1733803928.760263,13179,-18.018983840942383
1733803941.718907,13945,-13.671777725219727
1733803947.3030894,14242,-11.642730712890625
1733803974.4764326,15746,-4.2357025146484375
1733804033.1286635,19188,-0.6721417903900146
1733804041.2705064,19601,-0.1626870185136795
1733804053.9446054,20000,0.33163753151893616
1733804141.5144205,24913,1.5234819650650024
1733804242.1123648,30000,0.9969393610954285
1733804271.011776,31600,1.2143223285675049
1733804330.0305789,34917,1.2182406187057495
1733804335.2327242,35197,1.4873981475830078
1733804368.641241,37013,2.1356236934661865
1733804431.1448863,40000,2.5546343326568604
1733804460.5891733,41600,2.4962024688720703
1733804467.5222964,41970,2.6649954319000244
1733804585.898437,48370,2.145092487335205
1733804618.1865873,50000,1.9124794006347656
1733804650.6962638,51802,2.1564395427703857
1733804687.2107458,53812,2.646286964416504
1733804769.0463188,58687,2.684906482696533
1733804796.2672231,60000,2.3955812454223633
1733804855.3669236,63313,2.4479002952575684
1733804893.9730275,65593,2.269289493560791
1733804977.0909705,70000,2.1873703002929688
1733804980.7844758,70187,2.4383432865142822
1733805038.250601,73539,2.3923463821411133
1733805151.5916975,79508,2.3774099349975586
1733805166.7485163,80000,2.3682589530944824
1733805292.3294559,86400,2.144089698791504
1733805367.6784256,90000,1.9140466451644897
1733805429.560327,93200,1.9740469455718994
1733805526.372893,98127,1.802194356918335
1733805570.5079608,100000,1.8319171667099
1733805667.4108455,104800,1.6098285913467407
1733805781.6516705,110000,1.3387024402618408
1733805814.622157,111600,1.3803445100784302
1733805939.5437639,118000,1.2153840065002441
1733805979.9872015,120000,1.2114611864089966
1733806047.262603,123283,1.3864350318908691
1733806179.6218147,129683,1.4682000875473022
1733806193.5356748,130000,1.49942147731781
1733806318.543851,136400,1.4376356601715088
1733806396.8177261,140000,1.5231764316558838
1733806459.6915002,143200,1.4221198558807373
1733806558.5850487,148111,1.4571783542633057
1733806602.4273822,150000,1.512578010559082
1733806699.3461852,154800,1.395999789237976
1733806807.3227174,160000,1.3520644903182983
1733806839.7488446,161600,1.2408558130264282
1733806968.3341944,168000,1.3356093168258667
1733806983.4887872,168732,1.3042792081832886
1733807017.4013476,170000,1.5182470083236694
1733807098.4286704,173949,1.510840892791748
1733807231.3891473,180000,1.4380649328231812
1733807263.7029188,181600,1.4751594066619873
1733807394.6935287,188000,1.30165433883667
1733807442.7313328,190000,1.3860887289047241
1733807541.877178,194800,1.3265166282653809
1733807652.3394945,200000,1.2946043014526367
1733807657.6871624,200230,1.2724984884262085
1733807786.325383,206630,1.3252004384994507
1733807862.743991,210000,1.2142082452774048
1733807927.732641,213200,1.3240325450897217
1733808057.2451434,219600,1.2442628145217896
1733808070.6679764,220000,1.231468915939331
1733808203.19284,226400,1.0793535709381104
1733808283.9724357,230000,1.2771133184432983
1733808349.9683454,233200,1.1766023635864258
1733808451.0961864,238195,1.1901843547821045
1733808487.6639678,240000,1.1948662996292114
1733808494.7779016,240381,1.1474246978759766
1733808568.9074292,244003,1.3276561498641968
