Wall time,Step,Value
1733797328.166956,10400,11.43531608581543
1733797334.8018289,11200,21.915918350219727
1733797342.64496,12000,33.64665603637695
1733797350.8711011,12800,42.21402359008789
1733797357.2226949,13600,47.16845703125
1733797363.277918,14400,54.07819747924805
1733797369.940575,15200,49.575714111328125
1733797377.2082045,16000,55.24201965332031
1733797384.1566446,16800,63.063350677490234
1733797392.0291812,17600,65.43084716796875
1733797399.7532516,18400,69.23462677001953
1733797406.2326946,19200,75.4013900756836
1733797412.212289,20000,66.93839263916016
