Wall time,Step,Value
1733799603.101752,10145,0.3030523657798767
1733799607.190193,10768,64.75944519042969
1733799609.9333682,11115,28.49882698059082
1733799626.3443577,12885,0.6849099397659302
1733799629.9614477,13264,1.6355080604553223
1733799632.8582213,13556,6.9332122802734375
1733799634.921929,13780,160.22592163085938
1733799640.2061129,14336,1.558244228363037
1733799651.3201191,15486,2.329972267150879
1733799657.2287102,16076,2.2091236114501953
1733799659.5048864,16319,192.3860321044922
1733799661.7970464,16561,0.48978590965270996
1733799664.2058392,16809,0.4967573881149292
1733799666.1535263,16997,1.4386365413665771
1733799668.1180563,17184,4.513735771179199
1733799670.8375595,17437,0.5988695621490479
1733799673.3586807,17672,3.5507569313049316
1733799676.8235195,17975,0.8015483021736145
1733799680.6779287,18365,0.5678724050521851
1733799683.980876,18700,1.0716103315353394
1733799687.2218988,19030,1.8127473592758179
1733799691.4686213,19455,1.5277515649795532
1733799698.0369194,20000,1.8308918476104736
1733799700.6187487,20255,1.531536340713501
1733799704.6958828,20650,7.796452522277832
1733799707.8443222,20964,3.5776054859161377
1733799712.2047772,21406,3.9265294075012207
1733799715.5238461,21744,3.544649600982666
1733799729.6344857,23096,3.18886399269104
1733799733.922778,23501,10.802160263061523
1733799737.0460315,23808,3.8793342113494873
1733799741.601869,24232,8.026620864868164
1733799745.9440513,24662,3.613800287246704
1733799772.8395107,27218,0.8113199472427368
1733799776.7555246,27594,3.0506272315979004
1733799792.7896068,29092,0.8917646408081055
1733799802.886725,29989,5.0004730224609375
1733799803.4365406,30000,3.5389866828918457
1733799826.9012296,32212,1.5976710319519043
1733799838.1498942,33230,2.307082414627075
1733799842.9553452,33675,2.2978601455688477
1733799847.1811604,34078,3.613182783126831
1733799867.5934985,35929,1.1554738283157349
1733799888.9313493,37866,1.355726957321167
1733799917.9481688,40000,1.9958484172821045
1733799956.0412803,43457,1.1842559576034546
1733800001.5662606,47732,2.4009530544281006
1733800027.4398892,50000,1.5609898567199707
1733800031.762011,50408,2.4559836387634277
1733800053.5213313,52465,2.8620047569274902
1733800079.7102256,54966,0.8971598148345947
1733800088.1655726,55763,1.2861356735229492
1733800121.3925536,58742,2.559601306915283
1733800135.978054,60000,3.813366413116455
1733800158.645262,61963,2.328815460205078
1733800212.2455704,66400,0.8809385895729065
1733800242.594761,69039,0.6393394470214844
1733800260.7716253,70000,1.1801464557647705
1733800313.372345,74014,0.6809327602386475
1733800322.3032866,74781,1.8504939079284668
1733800339.806105,76222,3.921581745147705
1733800391.5602312,80000,1.2131175994873047
1733800412.3018248,81600,0.6723576784133911
1733800498.3511324,88000,1.4535515308380127
1733800530.2184448,90000,1.836827278137207
1733800570.1049273,92773,1.3706977367401123
1733800646.0451884,98539,0.7426386475563049
1733800670.2374265,100000,0.8820112943649292
1733800757.0680997,106400,1.407668948173523
1733800812.060401,110000,0.6529060006141663
1733800856.434169,113200,1.5450115203857422
1733800946.9672372,119600,1.2685719728469849
1733800959.7796955,120000,2.730388879776001
1733801021.4490464,124317,0.685539722442627
1733801110.6560643,130000,0.8932508230209351
1733801136.1234927,131600,0.7012956142425537
1733801229.432998,137947,0.5404987931251526
1733801267.5743625,140000,0.3958510756492615
1733801334.0907905,144536,0.3637818992137909
1733801417.6402419,150000,0.5403311252593994
1733801437.2942007,151353,0.5714084506034851
1733801532.2773962,157753,1.3021256923675537
1733801569.264677,160000,0.47839590907096863
1733801607.5894775,162459,0.11564445495605469
1733801653.196649,165411,0.2746248245239258
1733801707.732982,169048,0.8359301090240479
1733801727.4057975,170000,0.3803821802139282
1733801769.1974409,172851,0.8598568439483643
1733801841.799421,177743,0.6675351858139038
1733801880.184953,180000,0.7623499631881714
1733801914.6134841,182267,0.4359971880912781
1733801962.6705265,185312,0.46066832542419434
1733802036.768359,190000,0.7009183168411255
1733802054.3101678,191229,0.8585845232009888
1733802125.7603328,195939,0.2949475049972534
1733802184.978649,199790,1.8932957649230957
1733802191.6175022,200000,1.7149322032928467
1733802257.8910017,204268,1.6527130603790283
1733802322.7068648,208573,1.9612044095993042
1733802348.749355,210000,0.36696112155914307
1733802373.633636,211525,0.3468555510044098
1733802439.54236,215855,0.29877132177352905
1733802500.0558815,219871,0.3855079412460327
1733802505.3156402,220000,0.3670300841331482
1733802562.2613392,223667,0.6899778842926025
1733802630.0932443,227829,0.3479122519493103
1733802666.484649,230000,0.30601534247398376
1733802698.1869483,231987,0.2632843852043152
1733802762.7631648,236048,0.2304191142320633
1733802830.8211083,240000,0.27859070897102356
1733802877.701784,242987,1.398557186126709
1733802939.969192,247001,0.13748392462730408
1733802992.6176717,250000,0.12958256900310516
1733803007.6257327,250995,0.23894371092319489
1733803064.2346468,254708,0.9465868473052979
1733803125.7762892,258593,0.40972456336021423
1733803151.7135785,260000,4.234358787536621
1733803194.5041873,262868,0.386041522026062
1733803255.057081,266692,0.050640769302845
1733803311.847245,270000,0.2903434932231903
1733803327.8150249,270894,0.10851182043552399
1733803388.1339793,274475,0.23024803400039673
1733803445.2745748,278109,0.15369069576263428
1733803478.404156,280000,0.4473610520362854
1733803506.6806338,281820,0.24869081377983093
1733803552.1727414,284607,0.0819060206413269
1733803610.0185282,288101,0.12390211224555969
1733803643.5693357,290000,0.10398215055465698
1733803671.609565,291732,0.35305237770080566
1733803719.3752778,294601,0.09398753941059113
1733803778.0874996,298056,0.5686519742012024
1733803813.6931567,300000,4.157426357269287
