Wall time,Step,Value
1733797155.029479,6400,6.777081580366939e-05
1733797155.829146,12800,6.293816841207445e-05
1733797156.6191506,19200,0.00015924368926789612
1733797157.8500135,25600,0.00015023902233224362
1733797158.9789925,32000,0.00010291879152646288
1733797159.9369173,38400,0.0012625076342374086
1733797160.8946056,44800,0.00011662787437671795
1733797161.7295914,51200,0.00012520149175543338
1733797162.5823014,57600,0.00024429833865724504
1733797163.8037252,64000,0.00035710635711438954
1733797164.7730334,70400,0.0002703078498598188
1733797165.681307,76800,0.00011448725854279473
1733797166.6006866,83200,9.636300819693133e-05
1733797167.4078982,89600,0.00014383385132532567
1733797168.118754,96000,0.00011021128739230335
1733797169.0028307,102400,0.00014961633132770658
1733797170.030338,108800,0.00013116042828187346
1733797171.14144,115200,0.0005466375732794404
1733797171.9609568,121600,0.0002715216833166778
1733797172.7059336,128000,0.0003631423751357943
1733797173.6485038,134400,6.307401054073125e-05
1733797174.6164536,140800,0.0002956147654913366
1733797175.5723126,147200,0.00015871999494265765
1733797176.5682619,153600,0.00016638034139759839
1733797177.5447276,160000,0.00023527233861386776
1733797178.552723,166400,0.0002569432253949344
1733797179.5713086,172800,0.00011004373664036393
1733797180.6309648,179200,0.00041009101551026106
1733797181.3346686,185600,5.485500514623709e-05
1733797182.3692536,192000,0.00013263463915791363
1733797183.2700741,198400,5.675348802469671e-05
1733797184.0664477,204800,4.0659990190761164e-05
1733797185.0666034,211200,0.00017543751164339483
1733797186.2162569,217600,7.3174664976249915e-06
1733797187.5775385,224000,2.6519223865761887e-06
1733797188.3689888,230400,1.6288428014377132e-05
1733797189.5591698,236800,2.452553962939419e-05
1733797190.8850906,243200,0.00016094380407594144
1733797192.172465,249600,1.1809938769147266e-06
1733797193.4437306,256000,3.840580575342756e-06
1733797194.5954168,262400,8.38347477838397e-06
1733797195.9126892,268800,5.245584361546207e-06
1733797196.9600463,275200,5.06673677591607e-06
1733797197.9397745,281600,1.3880172673452762e-06
1733797199.175342,288000,1.0647457202139776e-05
1733797200.4697287,294400,1.8152180700781173e-06
1733797201.6159928,300800,1.6443622143924586e-06
1733797202.9283645,307200,9.91538627204136e-07
1733797204.19696,313600,3.4995641726709437e-06
1733797205.326187,320000,3.3098931453423575e-06
1733797206.5015395,326400,1.052031439030543e-05
1733797207.6695216,332800,8.782742497714935e-07
1733797208.6764064,339200,8.431682545051444e-06
1733797210.07794,345600,1.9827598407573532e-06
1733797210.8914008,352000,7.829830224181933e-07
1733797212.0317638,358400,7.711259058851283e-06
1733797212.8698258,364800,6.087581823521759e-06
1733797214.1987073,371200,4.736014943773625e-06
1733797215.6185858,377600,1.7215908201251295e-06
1733797216.7810133,384000,2.981902298415662e-06
1733797218.207294,390400,6.275809937505983e-06
1733797219.3219297,396800,6.476871931226924e-06
1733797220.2608497,403200,8.641818567411974e-07
1733797221.2259693,409600,6.931829375389498e-06
1733797222.0481088,416000,0.00013179921370465308
1733797223.4123769,422400,1.2029831850668415e-05
1733797224.815763,428800,1.454760308661207e-06
1733797226.0972867,435200,9.217731530952733e-06
1733797227.5530674,441600,5.746603619627422e-06
1733797228.8840535,448000,2.723857505770866e-06
1733797229.8599746,454400,1.8476435798220336e-05
1733797230.9297075,460800,7.569514650640485e-07
1733797232.1856985,467200,1.525109723843343e-06
1733797233.346057,473600,4.659948444896145e-06
1733797234.188434,480000,6.299034538415071e-08
1733797235.463303,486400,4.1654006963653956e-06
1733797236.4822903,492800,4.989980425307294e-06
1733797237.8370607,499200,8.71885731612565e-07
1733797238.892431,505600,8.85370718606282e-06
1733797240.004307,512000,1.3710474377148785e-05
1733797241.334529,518400,2.288939504069276e-05
1733797242.2604022,524800,5.7007586292456836e-05
1733797243.1970801,531200,3.589934749470558e-06
1733797244.1683953,537600,6.239961749088252e-06
1733797245.158819,544000,1.1480397006380372e-05
