Wall time,Step,Value
1733798164.0268524,12800,-119.33133697509766
1733798166.9925616,25600,-118.92823791503906
1733798170.1375406,38400,-117.0340347290039
1733798173.3434212,51200,-113.13219451904297
1733798176.7927415,64000,-113.13219451904297
1733798180.0294714,76800,-105.94657897949219
1733798183.267738,89600,-105.94657897949219
1733798186.6767566,102400,-95.97176361083984
1733798189.7214038,115200,-95.53540802001953
1733798192.9658668,128000,-86.71842956542969
1733798196.0431108,140800,-86.27930450439453
1733798199.2601297,153600,-79.12984466552734
1733798207.817577,166400,-79.12984466552734
1733798210.8841999,179200,-79.12984466552734
1733798214.11577,192000,-68.51679229736328
1733798217.235033,204800,-68.51679229736328
1733798220.3241868,217600,-60.80711364746094
1733798223.347324,230400,-60.80711364746094
1733798226.522557,243200,-47.98213577270508
1733798229.4750395,256000,-47.98213577270508
1733798232.5450113,268800,-43.88267135620117
1733798235.6884742,281600,-43.88267135620117
1733798238.7753246,294400,-43.03413009643555
1733798241.7665293,307200,-43.03413009643555
1733798252.064487,320000,-42.0145378112793
1733798254.9361851,332800,-45.4769172668457
1733798257.8186586,345600,-41.26469802856445
1733798260.947736,358400,-43.213340759277344
1733798263.8452299,371200,-42.38554000854492
1733798266.9558084,384000,-39.48086929321289
1733798270.124407,396800,-37.759212493896484
1733798273.1160052,409600,-38.58025360107422
1733798276.049433,422400,-37.621055603027344
1733798279.6128337,435200,-38.87010955810547
1733798282.3726459,448000,-38.529781341552734
1733798285.3522768,460800,-37.30495834350586
1733798288.2477381,473600,-35.21906661987305
1733798299.2987635,486400,-34.618812561035156
1733798302.5155416,499200,-34.618812561035156
1733798305.4966986,512000,-30.663095474243164
1733798308.3136048,524800,-30.663095474243164
1733798311.2664833,537600,-30.821422576904297
1733798314.249863,550400,-30.821422576904297
1733798317.1570237,563200,-30.8674259185791
1733798319.9351356,576000,-30.8674259185791
1733798322.8658857,588800,-26.96117401123047
1733798325.7756495,601600,-26.96117401123047
1733798328.701728,614400,-26.73714828491211
1733798331.7508595,627200,-26.73714828491211
1733798340.3540776,640000,-23.191171646118164
1733798343.575006,652800,-24.119098663330078
1733798346.459089,665600,-24.316051483154297
1733798349.433673,678400,-26.125818252563477
1733798352.7048633,691200,-25.82594108581543
1733798355.9042103,704000,-36.579410552978516
1733798359.0618405,716800,-39.51310348510742
1733798362.2711675,729600,-31.193553924560547
1733798365.3174078,742400,-38.063018798828125
1733798368.3563955,755200,-39.843589782714844
1733798371.3758183,768000,-25.677894592285156
1733798374.428796,780800,0.1318793147802353
1733798377.5611653,793600,22.914758682250977
1733798385.387328,806400,36.36396026611328
1733798388.4632785,819200,37.22172927856445
1733798391.4501143,832000,68.59722900390625
1733798394.590552,844800,101.69699096679688
1733798398.010754,857600,127.4837646484375
1733798401.1414897,870400,170.30560302734375
1733798404.403501,883200,187.2182159423828
1733798407.406192,896000,195.7805938720703
1733798410.5279665,908800,207.97357177734375
1733798413.5549514,921600,209.0689697265625
1733798416.6758394,934400,206.62171936035156
1733798419.7329776,947200,204.3985137939453
1733798427.8852503,960000,206.43592834472656
1733798430.8713484,972800,200.0279998779297
1733798433.794997,985600,174.9158935546875
1733798436.8418076,998400,176.80300903320312
1733798440.3809578,1011200,-41.79351806640625
1733798443.3481257,1024000,-41.79351806640625
1733798446.5340724,1036800,-82.88858032226562
1733798449.643722,1049600,-82.88858032226562
1733798453.268314,1062400,-95.81507873535156
1733798456.399639,1075200,-95.81507873535156
1733798459.6177692,1088000,-107.86419677734375
1733798462.7631662,1100800,-107.86419677734375
1733798466.104908,1113600,-105.98938751220703
1733798474.992047,1126400,-105.98938751220703
1733798478.024179,1139200,-105.98938751220703
1733798481.2134864,1152000,-108.194091796875
1733798484.0830386,1164800,-108.194091796875
1733798487.242055,1177600,-100.92488098144531
1733798490.210988,1190400,-100.92488098144531
1733798493.3202517,1203200,-91.93327331542969
1733798496.219639,1216000,-91.93327331542969
1733798499.1934137,1228800,-85.59501647949219
1733798502.059136,1241600,-85.59501647949219
1733798504.8712656,1254400,-79.32785034179688
1733798507.8132331,1267200,-79.32785034179688
